rank,player,rec,rec_tgt,rec_yds,rec_yds_per_rec,rec_longest,rec_20_plus,rec_td,rush_att,rush_yds,rush_td,fumbles,g,fpts,fpts_per_game,rost,year,week,pos
39,Ed Dickson (FA),1,3,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2013,9,te
40,MarQueis Gray (FA),0,0,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,0.0%,2013,9,te
41,Alex Smith (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
42,Levine Toilolo (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
43,Cory Harkey (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,9,te
44,Mike McNeill (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
45,Brandon Bostick (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,9,te
46,Jake Stoneburner (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
47,Gavin Escobar (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
48,Jack Doyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,2013,9,te
49,Sean McGrath (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
50,Ryan Griffin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
51,Luke Willson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
52,Chris Gragg (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
53,Nick Kasa (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
54,Jeron Mastrud (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
55,Orson Charles (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
56,David Paulson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
57,Taylor Thompson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
58,Chase Ford (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
59,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
60,James Casey (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
61,John Phillips (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
62,Ben Hartsock (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
63,Benjamin Watson (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8%,2013,9,te
64,Dante Rosario (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
65,Craig Stevens (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
66,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
67,Chase Coffman (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
68,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,9,te
69,Konrad Reuland (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
70,Michael Palmer (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
71,Ryan Taylor (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
72,Lee Smith (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
73,Matthew Mulligan (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
74,Zach Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
75,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,9,te
76,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,9,te
77,Josh Hill (FA),0,1,0,0.0,0,0,0,1,-8,0,0,1,-0.8,-0.8,0.0%,2013,9,te
1,John Carlson (FA),7,7,98,14.0,28,2,1,0,0,0,0,1,19.3,19.3,0.0%,2013,10,te
2,Julius Thomas (FA),3,5,96,32.0,74,0,1,0,0,0,0,1,17.1,17.1,0.0%,2013,10,te
3,Jordan Reed (FA),6,9,62,10.3,17,0,1,0,0,0,0,1,15.2,15.2,19.0%,2013,10,te
4,Delanie Walker (FA),4,8,62,15.5,33,0,1,0,0,0,0,1,14.2,14.2,0.1%,2013,10,te
5,Rob Housler (FA),4,5,57,14.3,26,1,1,0,0,0,0,1,13.7,13.7,0.0%,2013,10,te
6,Brandon Bostick (FA),3,3,42,14.0,22,2,1,0,0,0,0,1,11.7,11.7,0.2%,2013,10,te
7,Chris Gragg (FA),4,6,25,6.3,9,0,1,0,0,0,0,1,10.5,10.5,0.0%,2013,10,te
8,Brandon Pettigrew (FA),5,5,70,14.0,23,2,0,0,0,0,0,1,9.5,9.5,0.0%,2013,10,te
9,Jimmy Graham (FA),5,5,59,11.8,26,1,0,0,0,0,0,1,8.4,8.4,0.0%,2013,10,te
10,Antonio Gates (FA),4,8,62,15.5,24,2,0,0,0,0,0,1,8.2,8.2,0.2%,2013,10,te
11,Taylor Thompson (FA),1,1,9,9.0,9,0,1,0,0,0,0,1,7.4,7.4,0.0%,2013,10,te
12,Coby Fleener (FA),4,10,33,8.3,12,0,0,0,0,0,0,1,7.3,7.3,0.0%,2013,10,te
13,Logan Paulsen (FA),2,3,3,1.5,2,0,1,0,0,0,0,1,7.3,7.3,0.0%,2013,10,te
14,Tyler Eifert (FA),3,9,55,18.3,40,0,0,0,0,0,0,1,7.0,7.0,0.0%,2013,10,te
15,Ryan Griffin (FA),1,1,2,2.0,2,0,1,0,0,0,0,1,6.7,6.7,0.0%,2013,10,te
16,Dallas Clark (FA),1,2,1,1.0,1,0,1,0,0,0,0,1,6.6,6.6,0.0%,2013,10,te
17,Marcedes Lewis (CHI),3,6,39,13.0,27,1,0,0,0,0,0,1,5.4,5.4,0.1%,2013,10,te
18,Martellus Bennett (FA),4,6,29,7.3,13,0,0,0,0,0,0,1,4.9,4.9,23.0%,2013,10,te
19,Tony Gonzalez (FA),3,5,29,9.7,12,0,0,0,0,0,0,1,4.4,4.4,0.0%,2013,10,te
20,Ed Dickson (FA),3,4,28,9.3,14,0,0,0,0,0,0,1,4.3,4.3,0.0%,2013,10,te
21,Charles Clay (FA),4,8,21,5.3,14,0,0,2,0,0,0,1,4.1,4.1,0.0%,2013,10,te
22,Jason Witten (FA),2,6,27,13.5,19,0,0,0,0,0,0,1,3.7,3.7,0.0%,2013,10,te
23,Scott Chandler (FA),3,3,21,7.0,8,0,0,0,0,0,0,1,3.6,3.6,0.0%,2013,10,te
24,Mychal Rivera (FA),2,2,22,11.0,16,0,0,0,0,0,0,1,3.2,3.2,0.2%,2013,10,te
25,Ladarius Green (FA),1,1,25,25.0,25,1,0,0,0,0,0,1,3.0,3.0,0.0%,2013,10,te
26,Joseph Fauria (FA),1,2,25,25.0,25,1,0,0,0,0,0,1,3.0,3.0,0.0%,2013,10,te
27,Garrett Graham (FA),2,3,18,9.0,12,0,0,0,0,0,0,1,2.8,2.8,0.0%,2013,10,te
28,James Hanna (FA),3,3,11,3.7,7,0,0,0,0,0,0,1,2.6,2.6,0.0%,2013,10,te
29,Luke Willson (FA),1,2,19,19.0,19,0,0,0,0,0,0,1,2.4,2.4,0.0%,2013,10,te
30,Tim Wright (FA),1,1,19,19.0,19,0,0,0,0,0,0,1,2.4,2.4,0.0%,2013,10,te
31,Jared Cook (FA),1,2,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%,2013,10,te
32,Jake Ballard (FA),1,1,15,15.0,15,0,0,0,0,0,0,1,2.0,2.0,0.0%,2013,10,te
33,Greg Olsen (FA),1,3,14,14.0,14,0,0,0,0,0,0,1,1.9,1.9,7.0%,2013,10,te
34,Cory Harkey (FA),1,3,14,14.0,14,0,0,0,0,0,0,1,1.9,1.9,0.2%,2013,10,te
35,Clay Harbor (FA),1,1,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2013,10,te
36,Bruce Miller (FA),1,2,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2013,10,te
37,Jim Dray (FA),1,2,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2013,10,te
38,Michael Palmer (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2013,10,te
39,Andrew Quarless (FA),1,4,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2013,10,te
40,James Casey (FA),1,2,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2013,10,te
41,Brent Celek (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2013,10,te
42,Michael Egnew (FA),1,2,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2013,10,te
43,Heath Miller (FA),1,5,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2013,10,te
44,Craig Stevens (FA),1,1,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2013,10,te
45,Benjamin Watson (FA),1,3,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,2.8%,2013,10,te
46,Ryan Taylor (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2013,10,te
47,Virgil Green (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2013,10,te
48,Alex Smith (FA),1,2,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2013,10,te
49,Chase Ford (FA),1,1,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,0.0%,2013,10,te
50,Vernon Davis (FA),1,2,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,1.6%,2013,10,te
51,Mike McNeill (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
52,Jake Stoneburner (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
53,Zach Ertz (WAS),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.4%,2013,10,te
54,Dion Sims (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
55,Gavin Escobar (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
56,Levine Toilolo (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
57,Nick Kasa (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
58,Vance McDonald (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
59,Jack Doyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,2013,10,te
60,Larry Donnell (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
61,Jake Byrne (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
62,Danny Noble (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
63,Jeron Mastrud (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
64,Orson Charles (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
65,Garrett Celek (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
66,David Paulson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
67,Evan Rodriguez (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
68,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
69,Jacob Tamme (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
70,Joel Dreessen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
71,John Phillips (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
72,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,10,te
73,Bear Pascoe (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
74,Ben Hartsock (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
75,Brandon Myers (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
76,Dante Rosario (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
77,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
78,Chase Coffman (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
79,Tom Crabtree (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
80,Niles Paul (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
81,Lee Smith (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
82,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
83,Zach Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
84,Zach Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
85,Josh Hill (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
86,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
87,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,10,te
88,Kevin McDermott (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,10,te
1,Garrett Graham (FA),7,13,136,19.4,42,1,1,0,0,0,1,1,21.1,21.1,0.0%,2013,11,te
2,Delanie Walker (FA),10,10,91,9.1,19,0,1,0,0,0,0,1,20.1,20.1,0.1%,2013,11,te
3,Charles Clay (FA),6,7,90,15.0,39,0,1,0,0,0,0,1,18.0,18.0,0.0%,2013,11,te
4,Coby Fleener (FA),8,10,107,13.4,39,0,0,0,0,0,0,1,14.7,14.7,0.0%,2013,11,te
5,Rob Gronkowski (FA),5,7,59,11.8,23,1,1,0,0,0,0,1,14.4,14.4,1.5%,2013,11,te
6,Mychal Rivera (FA),5,6,54,10.8,26,1,1,0,0,0,0,1,13.9,13.9,0.2%,2013,11,te
7,Greg Olsen (FA),5,8,52,10.4,15,0,1,0,0,0,0,1,13.7,13.7,7.0%,2013,11,te
8,Antonio Gates (FA),4,6,52,13.0,27,1,1,0,0,0,0,1,13.2,13.2,0.2%,2013,11,te
9,Danny Noble (FA),1,1,62,62.0,62,0,1,0,0,0,0,1,12.7,12.7,0.0%,2013,11,te
10,Julius Thomas (FA),3,5,43,14.3,20,1,1,0,0,0,0,1,11.8,11.8,0.0%,2013,11,te
11,Tony Gonzalez (FA),7,9,63,9.0,18,0,0,0,0,0,0,1,11.8,11.8,0.0%,2013,11,te
12,Anthony Fasano (FA),4,4,37,9.3,12,0,1,0,0,0,0,1,11.7,11.7,0.1%,2013,11,te
13,Vernon Davis (FA),4,5,33,8.3,17,0,1,0,0,0,0,1,11.3,11.3,1.6%,2013,11,te
14,Heath Miller (FA),8,10,67,8.4,21,1,0,0,0,0,0,1,10.7,10.7,0.0%,2013,11,te
15,Ladarius Green (FA),4,5,81,20.3,35,0,0,0,0,0,0,1,10.1,10.1,0.0%,2013,11,te
16,Jeff Cumberland (FA),3,4,25,8.3,13,0,1,0,0,0,0,1,10.0,10.0,0.0%,2013,11,te
17,Rob Housler (FA),6,9,70,11.7,21,1,0,0,0,0,0,1,10.0,10.0,0.0%,2013,11,te
18,Jermaine Gresham (FA),2,6,27,13.5,25,1,1,0,0,0,0,1,9.7,9.7,0.0%,2013,11,te
19,John Carlson (FA),5,7,69,13.8,30,1,0,0,0,0,0,1,9.4,9.4,0.0%,2013,11,te
20,Zach Miller (FA),4,5,69,17.3,34,0,0,0,0,0,0,1,8.9,8.9,0.0%,2013,11,te
21,Jimmy Graham (FA),6,12,41,6.8,13,0,0,0,0,0,0,1,7.1,7.1,0.0%,2013,11,te
22,Josh Hill (FA),1,2,3,3.0,3,0,1,0,0,0,0,1,6.8,6.8,0.0%,2013,11,te
23,Alex Smith (FA),1,1,2,2.0,2,0,1,0,0,0,0,1,6.7,6.7,0.0%,2013,11,te
24,Jordan Cameron (FA),6,7,29,4.8,8,0,0,0,0,0,0,1,5.9,5.9,0.1%,2013,11,te
25,Martellus Bennett (FA),2,2,48,24.0,43,0,0,0,0,0,0,1,5.8,5.8,23.0%,2013,11,te
26,Brandon Pettigrew (FA),3,5,37,12.3,31,0,0,0,0,0,0,1,5.2,5.2,0.0%,2013,11,te
27,Sean McGrath (FA),2,3,40,20.0,21,1,0,0,0,0,0,1,5.0,5.0,0.0%,2013,11,te
28,Scott Chandler (FA),2,3,40,20.0,31,0,0,0,0,0,0,1,5.0,5.0,0.0%,2013,11,te
29,Brent Celek (FA),1,1,42,42.0,42,0,0,0,0,0,0,1,4.7,4.7,0.0%,2013,11,te
30,Clay Harbor (FA),3,5,32,10.7,21,1,0,0,0,0,0,1,4.7,4.7,0.0%,2013,11,te
31,Brandon Myers (FA),3,4,32,10.7,15,0,0,0,0,0,0,1,4.7,4.7,0.0%,2013,11,te
32,Dallas Clark (FA),2,4,31,15.5,17,0,0,0,0,0,0,1,4.1,4.1,0.0%,2013,11,te
33,Zach Ertz (WAS),2,3,31,15.5,16,0,0,0,0,0,0,1,4.1,4.1,3.4%,2013,11,te
34,Marcedes Lewis (CHI),3,7,23,7.7,9,0,0,0,0,0,0,1,3.8,3.8,0.1%,2013,11,te
35,Jake Ballard (FA),1,1,29,29.0,29,1,0,0,0,0,0,1,3.4,3.4,0.0%,2013,11,te
36,Brandon Bostick (FA),1,1,26,26.0,26,1,0,0,0,0,0,1,3.1,3.1,0.2%,2013,11,te
37,Jim Dray (FA),2,2,18,9.0,13,0,0,0,0,0,0,1,2.8,2.8,0.0%,2013,11,te
38,Andrew Quarless (FA),2,3,18,9.0,19,0,0,0,0,0,0,1,2.8,2.8,0.0%,2013,11,te
39,Kellen Winslow (FA),1,1,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%,2013,11,te
40,Ed Dickson (FA),1,3,16,16.0,16,0,0,0,0,0,0,1,2.1,2.1,0.0%,2013,11,te
41,Tyler Eifert (FA),1,1,15,15.0,15,0,0,0,0,0,0,1,2.0,2.0,0.0%,2013,11,te
42,Joseph Fauria (FA),1,2,14,14.0,14,0,0,0,0,0,0,1,1.9,1.9,0.0%,2013,11,te
43,Tim Wright (FA),1,2,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2013,11,te
44,Bruce Miller (FA),2,2,8,4.0,7,0,0,0,0,0,0,1,1.8,1.8,0.0%,2013,11,te
45,John Phillips (FA),1,1,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2013,11,te
46,Jordan Reed (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,19.0%,2013,11,te
47,Gary Barnidge (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.1%,2013,11,te
48,Weslye Saunders (FA),1,3,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2013,11,te
49,Chase Ford (FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2013,11,te
50,Vance McDonald (FA),1,2,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2013,11,te
51,Luke Willson (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2013,11,te
52,Levine Toilolo (FA),1,2,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2013,11,te
53,Tom Crabtree (FA),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2013,11,te
54,Michael Hoomanawanui (FA),1,1,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,0.1%,2013,11,te
55,Lee Smith (FA),1,2,1,1.0,1,0,0,0,0,0,0,1,0.6,0.6,0.0%,2013,11,te
56,Jake Stoneburner (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
57,Dion Sims (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
58,Nick Kasa (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
59,Chris Gragg (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
60,Zach Sudfeld (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
61,Keavon Milton (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
62,Brandon Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
63,Jack Doyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,2013,11,te
64,Larry Donnell (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
65,Jake Byrne (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
66,Michael Egnew (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
67,Orson Charles (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
68,Evan Rodriguez (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
69,Rhett Ellison (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
70,Derek Carrier (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
71,Taylor Thompson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
72,David Paulson (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
73,Jeron Mastrud (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
74,Jacob Tamme (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
75,James Casey (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
76,Joel Dreessen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
77,Bear Pascoe (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
78,Dante Rosario (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
79,Chase Coffman (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
80,Craig Stevens (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
81,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
82,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,11,te
83,Michael Palmer (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
84,Logan Paulsen (FA),0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
85,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
86,Konrad Reuland (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
87,Ryan Taylor (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
88,Virgil Green (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
89,Niles Paul (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
90,Matthew Mulligan (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
91,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
92,Zach Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
93,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
94,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2013,11,te
95,Kevin McDermott (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2013,11,te
1,Rob Gronkowski (FA),7,10,90,12.9,33,0,1,0,0,0,0,1,18.5,18.5,1.5%,2013,12,te
2,Jimmy Graham (FA),5,7,100,20.0,44,0,1,0,0,0,0,1,18.5,18.5,0.0%,2013,12,te
3,Jason Witten (FA),4,7,37,9.3,20,1,2,0,0,0,0,1,17.7,17.7,0.0%,2013,12,te
4,Jared Cook (FA),4,5,80,20.0,29,2,1,0,0,0,0,1,16.0,16.0,0.0%,2013,12,te
5,Ladarius Green (FA),3,5,80,26.7,60,0,1,0,0,0,0,1,15.5,15.5,0.0%,2013,12,te
6,Martellus Bennett (FA),4,5,62,15.5,37,0,1,0,0,0,0,1,14.2,14.2,23.0%,2013,12,te
7,Coby Fleener (FA),4,8,55,13.8,17,0,1,0,0,0,0,1,13.5,13.5,0.0%,2013,12,te
8,Jacob Tamme (FA),5,5,47,9.4,12,0,1,0,0,0,0,1,13.2,13.2,0.0%,2013,12,te
9,Vernon Davis (FA),4,7,70,17.5,40,1,1,0,0,0,1,1,13.0,13.0,1.6%,2013,12,te
10,Greg Olsen (FA),5,9,34,6.8,12,0,1,0,0,0,0,1,11.9,11.9,7.0%,2013,12,te
11,Tim Wright (FA),8,9,75,9.4,16,0,0,0,0,0,0,1,11.5,11.5,0.0%,2013,12,te
12,Brandon Myers (FA),3,5,39,13.0,27,1,1,0,0,0,0,1,11.4,11.4,0.0%,2013,12,te
