rank,player,rec,rec_tgt,rec_yds,rec_yds_per_rec,rec_longest,rec_20_plus,rec_td,rush_att,rush_yds,rush_td,fumbles,g,fpts,fpts_per_game,rost,year,week,pos
43,Scott Chandler (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2010,15,te
44,Stephen Spach (FA),1,4,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2010,15,te
45,Gijon Robinson (FA),1,1,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2010,15,te
46,Jermaine Gresham (FA),1,3,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2010,15,te
47,Jimmy Kleinsasser (FA),1,1,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2010,15,te
48,Travis Beckum (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2010,15,te
49,Vernon Davis (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,1.6%,2010,15,te
50,Clay Harbor (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2010,15,te
51,Reggie Kelly (FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,15,te
52,Alge Crumpler (FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,15,te
53,Martellus Bennett (FA),1,2,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,23.0%,2010,15,te
54,Jonathan Stupar (FA),1,1,0,0.0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2010,15,te
55,Ryan Purvis (FA),1,1,0,0.0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2010,15,te
56,Alex Smith (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
57,Fred Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
58,Gary Barnidge (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2010,15,te
59,Jake O'Connell (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
60,James Casey (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
61,Donald Lee (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
62,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2010,15,te
63,Kris Wilson (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
64,Matthew Mulligan (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
65,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
66,Bear Pascoe (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
67,Ben Hartsock (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
68,Billy Bajema (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
69,Brandon Myers (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
70,Brian Jennings (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
71,Daniel Graham (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
72,David Johnson (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
73,Daniel Coats (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
74,Craig Stevens (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
75,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
76,Will Heller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
77,Zach Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
78,Zach Potter (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
79,Dennis Pitta (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
80,Brody Eldridge (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
81,Logan Paulsen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
82,Dorin Dickerson (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
83,Tom Crabtree (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
84,Jim Dray (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
85,Nate Byham (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
86,Michael Palmer (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,15,te
1,Kellen Winslow (FA),7,7,98,14.0,29,0,2,0,0,0,0,1,25.3,25.3,0.0%,2010,16,te
2,Tim Tebow (FA),0,0,0,0.0,0,0,0,10,27,1,0,1,23.0,23.0,0.5%,2010,16,te
3,Rob Gronkowski (FA),4,7,54,13.5,23,0,2,0,0,0,0,1,19.4,19.4,1.5%,2010,16,te
4,Jared Cook (FA),5,9,96,19.2,28,0,1,0,0,0,0,1,18.1,18.1,0.0%,2010,16,te
5,Jacob Tamme (FA),7,9,78,11.1,18,0,1,0,0,0,0,1,17.3,17.3,0.0%,2010,16,te
6,Owen Daniels (FA),8,14,73,9.1,31,0,1,0,0,0,0,1,17.3,17.3,0.0%,2010,16,te
7,Zach Miller (FA),9,12,66,7.3,14,0,1,0,0,0,0,1,17.1,17.1,0.0%,2010,16,te
8,Brandon Pettigrew (FA),4,9,74,18.5,33,0,1,0,0,0,0,1,15.4,15.4,0.0%,2010,16,te
9,Brent Celek (FA),10,12,97,9.7,22,0,0,0,0,0,0,1,14.7,14.7,0.0%,2010,16,te
10,Jason Witten (FA),8,11,45,5.6,14,0,1,0,0,0,0,1,14.5,14.5,0.0%,2010,16,te
11,Jermaine Gresham (FA),4,5,56,14.0,23,0,1,0,0,0,0,1,13.6,13.6,0.0%,2010,16,te
12,Dustin Keller (FA),7,9,79,11.3,26,0,0,0,0,0,0,1,11.4,11.4,0.0%,2010,16,te
13,Jimmy Graham (FA),4,5,26,6.5,10,0,1,0,0,0,0,1,10.6,10.6,0.0%,2010,16,te
14,Heath Miller (FA),5,6,73,14.6,20,0,0,0,0,0,0,1,9.8,9.8,0.0%,2010,16,te
15,Tony Moeaki (FA),5,7,63,12.6,19,0,0,0,0,0,0,1,8.8,8.8,0.0%,2010,16,te
16,Maurice Stovall (FA),3,3,12,4.0,10,0,1,0,0,0,0,1,8.7,8.7,0.0%,2010,16,te
17,Vernon Davis (FA),3,7,70,23.3,29,0,0,0,0,0,0,1,8.5,8.5,1.6%,2010,16,te
18,Fred Davis (FA),2,4,10,5.0,9,0,1,0,0,0,0,1,8.0,8.0,0.0%,2010,16,te
19,Donald Lee (FA),2,2,4,2.0,3,0,1,0,0,0,0,1,7.4,7.4,0.0%,2010,16,te
20,Chris Cooley (FA),5,11,48,9.6,12,0,0,0,0,0,0,1,7.3,7.3,0.0%,2010,16,te
21,Alge Crumpler (FA),1,1,4,4.0,4,0,1,0,0,0,0,1,6.9,6.9,0.0%,2010,16,te
22,Clay Harbor (FA),1,1,3,3.0,3,0,1,0,0,0,0,1,6.8,6.8,0.0%,2010,16,te
23,Mickey Shuler (FA),2,4,44,22.0,28,0,0,0,0,0,0,1,5.4,5.4,0.0%,2010,16,te
24,Marcedes Lewis (CHI),3,7,37,12.3,26,0,0,0,0,0,0,1,5.2,5.2,0.1%,2010,16,te
25,Joel Dreessen (FA),3,3,33,11.0,15,0,0,0,0,0,0,1,4.8,4.8,0.0%,2010,16,te
26,Visanthe Shiancoe (FA),3,5,32,10.7,23,0,0,0,0,0,0,1,4.7,4.7,0.0%,2010,16,te
27,Daniel Fells (FA),3,4,28,9.3,11,0,0,0,0,0,0,1,4.3,4.3,0.0%,2010,16,te
28,John Carlson (FA),3,4,27,9.0,12,0,0,0,0,0,0,1,4.2,4.2,0.0%,2010,16,te
29,Anthony Fasano (FA),2,2,31,15.5,20,0,0,0,0,0,0,1,4.1,4.1,0.1%,2010,16,te
30,Martellus Bennett (FA),3,5,22,7.3,15,0,0,0,0,0,0,1,3.7,3.7,23.0%,2010,16,te
31,Benjamin Watson (FA),3,5,22,7.3,10,0,0,0,0,0,0,1,3.7,3.7,2.8%,2010,16,te
32,Delanie Walker (FA),3,4,17,5.7,7,0,0,0,0,0,0,1,3.2,3.2,0.1%,2010,16,te
33,Tom Crabtree (FA),1,1,21,21.0,21,0,0,0,0,0,0,1,2.6,2.6,0.0%,2010,16,te
34,James Casey (FA),1,1,21,21.0,21,0,0,0,0,0,0,1,2.6,2.6,0.0%,2010,16,te
35,Jeff King (FA),2,2,15,7.5,9,0,0,0,0,0,0,1,2.5,2.5,0.0%,2010,16,te
36,Zach Potter (FA),2,3,14,7.0,8,0,0,0,0,0,0,1,2.4,2.4,0.0%,2010,16,te
37,Randy McMichael (FA),2,3,13,6.5,8,0,0,0,0,0,0,1,2.3,2.3,0.0%,2010,16,te
38,Tony Gonzalez (FA),2,3,12,6.0,7,0,0,0,0,0,0,1,2.2,2.2,0.0%,2010,16,te
39,Andrew Quarless (FA),1,1,16,16.0,16,0,0,0,0,0,0,1,2.1,2.1,0.0%,2010,16,te
40,Tony Scheffler (FA),1,2,15,15.0,15,0,0,0,0,0,0,1,2.0,2.0,0.0%,2010,16,te
41,Jeremy Shockey (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.0%,2010,16,te
42,Justin Peelle (FA),1,1,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2010,16,te
43,Leonard Pope (FA),1,1,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2010,16,te
44,Cameron Morrah (FA),1,3,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2010,16,te
45,Kris Wilson (FA),1,2,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2010,16,te
46,Alex Smith (FA),1,1,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2010,16,te
47,Greg Olsen (FA),1,3,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,7.0%,2010,16,te
48,Brandon Myers (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2010,16,te
49,Dante Rosario (FA),1,5,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,16,te
50,Jimmy Kleinsasser (FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,16,te
51,Mike Sellers (FA),0,2,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,0.0%,2010,16,te
52,Jake O'Connell (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
53,Jeff Dugan (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
54,Jonathan Stupar (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
55,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2010,16,te
56,Kevin Boss (FA),0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
57,Kory Sperry (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
58,Matt Spaeth (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
59,Matthew Mulligan (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
60,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
61,Richard Quinn (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
62,Gary Barnidge (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2010,16,te
63,Stephen Spach (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
64,Bear Pascoe (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
65,Ben Hartsock (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
66,Ben Patrick (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
67,Billy Bajema (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
68,Brandon Manumaleuna (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
69,Brian Jennings (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
70,David Johnson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
71,Daniel Coats (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
72,Craig Stevens (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
73,Colin Cloherty (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
74,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
75,Will Heller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
76,Zach Miller (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
77,Dennis Pitta (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
78,Ed Dickson (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
79,Scott Chandler (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
80,Logan Paulsen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
81,Dorin Dickerson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
82,Michael Palmer (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
83,Jim Dray (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
84,Brody Eldridge (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,16,te
1,Tim Tebow (FA),0,0,0,0.0,0,0,0,13,94,1,0,1,27.6,27.6,0.5%,2010,17,te
2,Rob Gronkowski (FA),6,10,102,17.0,28,0,1,0,0,0,0,1,19.2,19.2,1.5%,2010,17,te
3,Vernon Davis (FA),3,6,96,32.0,59,0,1,0,0,0,0,1,17.1,17.1,1.6%,2010,17,te
4,Owen Daniels (FA),5,5,62,12.4,27,0,1,0,0,0,0,1,14.7,14.7,0.0%,2010,17,te
5,Tony Gonzalez (FA),6,8,53,8.8,22,0,1,0,0,0,0,1,14.3,14.3,0.0%,2010,17,te
6,Heath Miller (FA),4,7,55,13.8,23,0,1,0,0,0,0,1,13.5,13.5,0.0%,2010,17,te
7,Jason Witten (FA),4,9,46,11.5,33,0,1,0,0,0,0,1,12.6,12.6,0.0%,2010,17,te
8,Adrian Arrington (FA),7,9,79,11.3,17,0,0,0,0,0,0,1,11.4,11.4,0.0%,2010,17,te
9,Jacob Tamme (FA),7,9,67,9.6,18,0,0,0,0,0,0,1,10.2,10.2,0.0%,2010,17,te
10,Benjamin Watson (FA),7,12,67,9.6,13,0,0,0,0,0,0,1,10.2,10.2,2.8%,2010,17,te
11,Jared Cook (FA),7,9,58,8.3,18,0,0,0,0,0,0,1,9.3,9.3,0.0%,2010,17,te
12,Fred Davis (FA),2,3,20,10.0,19,0,1,0,0,0,0,1,9.0,9.0,0.0%,2010,17,te
13,Marcedes Lewis (CHI),4,7,26,6.5,11,0,1,0,0,0,1,1,8.6,8.6,0.1%,2010,17,te
14,Jimmy Graham (FA),2,2,15,7.5,11,0,1,0,0,0,0,1,8.5,8.5,0.0%,2010,17,te
15,Chris Cooley (FA),5,7,53,10.6,16,0,0,0,0,0,0,1,7.8,7.8,0.0%,2010,17,te
16,Alge Crumpler (FA),1,2,10,10.0,10,0,1,0,0,0,0,1,7.5,7.5,0.0%,2010,17,te
17,Jeff King (FA),2,3,1,0.5,2,0,1,0,0,0,0,1,7.1,7.1,0.0%,2010,17,te
18,Todd Heap (FA),3,4,53,17.7,37,0,0,0,0,0,0,1,6.8,6.8,0.0%,2010,17,te
19,Donald Lee (FA),1,1,1,1.0,1,0,1,0,0,0,0,1,6.6,6.6,0.0%,2010,17,te
20,Tony Scheffler (FA),6,7,50,8.3,16,0,0,0,0,0,1,1,6.0,6.0,0.0%,2010,17,te
21,Joel Dreessen (FA),2,2,50,25.0,41,0,0,0,0,0,0,1,6.0,6.0,0.0%,2010,17,te
22,Zach Miller (FA),5,5,31,6.2,11,0,0,0,0,0,0,1,5.6,5.6,0.0%,2010,17,te
23,Maurice Stovall (FA),2,2,45,22.5,38,0,0,0,0,0,0,1,5.5,5.5,0.0%,2010,17,te
24,Daniel Fells (FA),3,5,39,13.0,15,0,0,0,0,0,0,1,5.4,5.4,0.0%,2010,17,te
25,Greg Olsen (FA),5,6,29,5.8,7,0,0,0,0,0,0,1,5.4,5.4,7.0%,2010,17,te
26,Clay Harbor (FA),4,9,32,8.0,18,0,0,0,0,0,0,1,5.2,5.2,0.0%,2010,17,te
27,Daniel Graham (FA),2,5,41,20.5,25,0,0,0,0,0,0,1,5.1,5.1,0.0%,2010,17,te
28,Chase Coffman (FA),3,5,30,10.0,14,0,0,0,0,0,0,1,4.5,4.5,0.0%,2010,17,te
29,Kellen Winslow (FA),3,3,28,9.3,13,0,0,0,0,0,0,1,4.3,4.3,0.0%,2010,17,te
30,Kevin Boss (FA),2,5,29,14.5,24,0,0,0,0,0,0,1,3.9,3.9,0.0%,2010,17,te
31,Brandon Pettigrew (FA),3,6,19,6.3,12,0,0,0,0,0,0,1,3.4,3.4,0.0%,2010,17,te
32,Randy McMichael (FA),2,2,22,11.0,17,0,0,0,0,0,0,1,3.2,3.2,0.0%,2010,17,te
33,Jimmy Kleinsasser (FA),2,2,22,11.0,20,0,0,0,0,0,0,1,3.2,3.2,0.0%,2010,17,te
34,Justin Peelle (FA),2,4,22,11.0,13,0,0,0,0,0,0,1,3.2,3.2,0.0%,2010,17,te
35,Dante Rosario (FA),2,2,19,9.5,12,0,0,0,0,0,0,1,2.9,2.9,0.0%,2010,17,te
36,Visanthe Shiancoe (FA),2,3,13,6.5,8,0,0,0,0,0,0,1,2.3,2.3,0.0%,2010,17,te
37,Kory Sperry (FA),1,1,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%,2010,17,te
38,Tony Moeaki (FA),1,6,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%,2010,17,te
39,Delanie Walker (FA),1,3,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.1%,2010,17,te
40,Martellus Bennett (FA),2,3,11,5.5,11,0,0,0,0,0,0,1,2.1,2.1,23.0%,2010,17,te
41,Reggie Kelly (FA),2,2,6,3.0,3,0,0,0,0,0,0,1,1.6,1.6,0.0%,2010,17,te
42,Ryan Purvis (FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2010,17,te
43,Mike Sellers (FA),1,3,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2010,17,te
44,John Gilmore (FA),1,3,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2010,17,te
45,Brandon Myers (FA),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2010,17,te
46,Jonathan Stupar (FA),1,2,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2010,17,te
47,Will Heller (FA),1,1,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2010,17,te
48,Cameron Morrah (FA),1,2,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2010,17,te
49,Andrew Quarless (FA),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2010,17,te
50,Kris Wilson (FA),1,2,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,17,te
51,Jeff Cumberland (FA),1,2,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,17,te
52,John Carlson (FA),1,3,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2010,17,te
53,Chris Baker (FA),1,1,1,1.0,1,0,0,0,0,0,0,1,0.6,0.6,0.0%,2010,17,te
54,David Martin (FA),1,1,0,0.0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2010,17,te
55,Jake O'Connell (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
56,James Casey (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
57,Gary Barnidge (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2010,17,te
58,Kellen Davis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2010,17,te
59,Leonard Pope (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
60,Martin Rucker (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
61,Matt Spaeth (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
62,Matthew Mulligan (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
63,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
64,Richard Quinn (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
65,Robert Royal (FA),0,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
66,Brian Jennings (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
67,Bear Pascoe (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
68,Ben Hartsock (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
69,Billy Bajema (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
70,Brandon Manumaleuna (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
71,Brent Celek (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
72,Dustin Keller (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
73,Desmond Clark (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
74,David Johnson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
75,Daniel Coats (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
76,Craig Stevens (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
77,Colin Cloherty (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
78,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
79,Jeron Mastrud (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
80,Tory Humphrey (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
81,Travis Beckum (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
82,Zach Potter (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
83,Ed Dickson (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
84,Michael Hoomanawanui (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2010,17,te
85,Tom Crabtree (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
86,Scott Chandler (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
87,Logan Paulsen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
88,Mickey Shuler (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
89,Dorin Dickerson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
90,Brody Eldridge (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
91,Michael Palmer (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
92,Jim Dray (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2010,17,te
1,Scott Chandler (FA),5,5,63,12.6,19,0,2,0,0,0,0,1,20.8,20.8,0.0%,2011,1,te
2,Aaron Hernandez (FA),7,10,103,14.7,30,0,1,0,0,0,0,1,19.8,19.8,0.0%,2011,1,te
3,Rob Gronkowski (FA),6,7,86,14.3,23,0,1,0,0,0,0,1,17.6,17.6,1.5%,2011,1,te
4,Jermaine Gresham (FA),6,8,58,9.7,22,0,1,0,0,0,0,1,14.8,14.8,0.0%,2011,1,te
5,Dustin Keller (FA),5,8,61,12.2,19,0,1,0,0,0,0,1,14.6,14.6,0.0%,2011,1,te
6,Ed Dickson (FA),5,5,59,11.8,18,0,1,0,0,0,0,1,14.4,14.4,0.0%,2011,1,te
7,Jason Witten (FA),6,9,110,18.3,64,0,0,0,0,0,0,1,14.0,14.0,0.0%,2011,1,te
8,Jimmy Graham (FA),4,7,56,14.0,21,0,1,0,0,0,0,1,13.6,13.6,0.0%,2011,1,te
9,Jeff King (FA),2,3,61,30.5,48,0,1,0,0,0,0,1,13.1,13.1,0.0%,2011,1,te
10,Fred Davis (FA),5,6,105,21.0,28,0,0,0,0,0,0,1,13.0,13.0,0.0%,2011,1,te
11,Benjamin Watson (FA),3,7,45,15.0,34,0,1,0,0,0,0,1,12.0,12.0,2.8%,2011,1,te
12,Antonio Gates (FA),8,13,74,9.3,15,0,0,0,0,0,0,1,11.4,11.4,0.2%,2011,1,te
13,Evan Moore (FA),3,6,35,11.7,17,0,1,0,0,0,0,1,11.0,11.0,0.0%,2011,1,te
14,Anthony Fasano (FA),5,6,82,16.4,25,0,0,0,0,0,0,1,10.7,10.7,0.1%,2011,1,te
