rank,player,def_sacks,def_int,fr,def_fum_forced,def td,def_safety,def_special_teams_td,g,fpts,fpts_per_game,rost,year,week,pos
7,Jacksonville Jaguars (JAC),2,3,0,1,0,0,0,1,12.0,12.0,47.2%,2002,10,dst
8,New York Jets (NYJ),3,0,2,2,0,0,0,1,11.0,11.0,82.9%,2002,10,dst
9,Green Bay Packers (GB),0,2,0,0,1,0,0,1,11.0,11.0,26.0%,2002,10,dst
10,Indianapolis Colts (IND),2,0,2,3,0,0,0,1,10.0,10.0,24.5%,2002,10,dst
11,New York Giants (NYG),5,0,2,2,0,0,0,1,10.0,10.0,3.1%,2002,10,dst
12,Atlanta Falcons (ATL),2,1,2,0,0,0,0,1,9.0,9.0,16.5%,2002,10,dst
13,Los Angeles Rams (LAR),1,2,0,0,0,0,0,1,9.0,9.0,21.1%,2002,10,dst
14,San Francisco 49ers (SF),3,0,0,0,0,0,0,1,7.0,7.0,98.1%,2002,10,dst
15,Pittsburgh Steelers (PIT),3,0,2,2,0,0,0,1,7.0,7.0,76.5%,2002,10,dst
16,Kansas City Chiefs (KC),3,1,0,0,0,0,0,1,6.0,6.0,77.0%,2002,10,dst
17,Detroit Lions (DET),2,0,2,3,0,0,0,1,5.0,5.0,43.8%,2002,10,dst
18,Cincinnati Bengals (CIN),2,0,2,0,0,0,1,1,5.0,5.0,48.8%,2002,10,dst
19,Houston Texans (HOU),0,2,0,0,0,0,0,1,5.0,5.0,29.9%,2002,10,dst
20,Chicago Bears (CHI),2,1,1,2,0,0,0,1,5.0,5.0,31.1%,2002,10,dst
21,Miami Dolphins (MIA),1,0,0,0,0,0,0,1,5.0,5.0,69.0%,2002,10,dst
22,Minnesota Vikings (MIN),1,1,0,0,0,0,0,1,4.0,4.0,11.6%,2002,10,dst
23,Washington Commanders (WAS),3,0,0,1,0,0,0,1,3.0,3.0,8.1%,2002,10,dst
24,New England Patriots (NE),2,1,0,0,0,0,0,1,3.0,3.0,13.3%,2002,10,dst
25,Carolina Panthers (CAR),2,0,0,0,0,0,0,1,1.0,1.0,2.9%,2002,10,dst
26,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,1.0,1.0,0.8%,2002,10,dst
27,Denver Broncos (DEN),1,0,0,0,0,0,0,1,0.0,0.0,34.5%,2002,10,dst
28,Philadelphia Eagles (PHI),0,0,1,1,0,0,0,1,-2.0,-2.0,50.8%,2002,10,dst
1,Denver Broncos (DEN),5,2,1,1,1,0,0,1,21.0,21.0,34.5%,2002,11,dst
2,Indianapolis Colts (IND),5,0,2,2,0,0,0,1,16.0,16.0,24.5%,2002,11,dst
3,Tampa Bay Buccaneers (TB),4,3,1,3,0,0,0,1,16.0,16.0,20.7%,2002,11,dst
4,Miami Dolphins (MIA),7,1,0,2,0,0,0,1,13.0,13.0,69.0%,2002,11,dst
5,New England Patriots (NE),1,1,0,0,1,0,1,1,10.0,10.0,13.3%,2002,11,dst
6,Los Angeles Rams (LAR),7,0,0,0,0,0,0,1,8.0,8.0,21.1%,2002,11,dst
7,Chicago Bears (CHI),4,1,1,1,0,0,0,1,8.0,8.0,31.1%,2002,11,dst
8,New York Giants (NYG),2,1,1,0,0,0,0,1,8.0,8.0,3.1%,2002,11,dst
9,Jacksonville Jaguars (JAC),4,1,1,0,0,0,0,1,8.0,8.0,47.2%,2002,11,dst
10,Tennessee Titans (TEN),1,3,0,0,0,0,0,1,7.0,7.0,3.5%,2002,11,dst
11,Philadelphia Eagles (PHI),4,1,0,0,0,0,0,1,7.0,7.0,50.8%,2002,11,dst
12,Las Vegas Raiders (LV),4,0,1,2,0,0,0,1,7.0,7.0,21.9%,2002,11,dst
13,Atlanta Falcons (ATL),2,1,1,1,0,0,0,1,7.0,7.0,16.5%,2002,11,dst
14,Washington Commanders (WAS),0,2,1,1,0,0,0,1,7.0,7.0,8.1%,2002,11,dst
15,Houston Texans (HOU),5,1,0,0,0,0,0,1,7.0,7.0,29.9%,2002,11,dst
16,Green Bay Packers (GB),2,2,1,1,0,0,0,1,7.0,7.0,26.0%,2002,11,dst
17,Carolina Panthers (CAR),2,0,2,3,0,0,0,1,6.0,6.0,2.9%,2002,11,dst
18,Minnesota Vikings (MIN),0,3,0,0,0,0,0,1,6.0,6.0,11.6%,2002,11,dst
19,New Orleans Saints (NO),3,1,0,0,0,0,0,1,5.0,5.0,63.8%,2002,11,dst
20,Kansas City Chiefs (KC),2,1,0,0,0,0,0,1,5.0,5.0,77.0%,2002,11,dst
21,Cleveland Browns (CLE),1,0,1,1,0,0,0,1,4.0,4.0,94.3%,2002,11,dst
22,Los Angeles Chargers (LAC),1,1,0,0,0,0,0,1,4.0,4.0,16.5%,2002,11,dst
23,San Francisco 49ers (SF),0,1,0,1,0,0,0,1,4.0,4.0,98.1%,2002,11,dst
24,Detroit Lions (DET),1,1,0,0,0,0,0,1,3.0,3.0,43.8%,2002,11,dst
25,Dallas Cowboys (DAL),0,1,0,1,0,0,0,1,3.0,3.0,93.2%,2002,11,dst
26,New York Jets (NYJ),0,1,0,0,0,0,0,1,3.0,3.0,82.9%,2002,11,dst
27,Seattle Seahawks (SEA),1,1,0,1,0,0,0,1,3.0,3.0,26.9%,2002,11,dst
28,Buffalo Bills (BUF),1,0,0,0,0,0,0,1,2.0,2.0,62.6%,2002,11,dst
29,Cincinnati Bengals (CIN),0,1,0,1,0,0,0,1,2.0,2.0,48.8%,2002,11,dst
30,Pittsburgh Steelers (PIT),0,0,1,0,0,0,0,1,1.0,1.0,76.5%,2002,11,dst
31,Arizona Cardinals (ARI),1,1,1,2,0,0,0,1,1.0,1.0,0.8%,2002,11,dst
32,Baltimore Ravens (BAL),0,0,0,0,0,0,0,1,0.0,0.0,87.5%,2002,11,dst
1,Atlanta Falcons (ATL),8,4,2,2,1,0,0,1,36.0,36.0,16.5%,2002,12,dst
2,Baltimore Ravens (BAL),1,3,1,0,0,0,1,1,20.0,20.0,87.5%,2002,12,dst
3,Tampa Bay Buccaneers (TB),3,4,0,0,0,0,0,1,15.0,15.0,20.7%,2002,12,dst
4,Cleveland Browns (CLE),2,3,3,2,0,0,0,1,15.0,15.0,94.3%,2002,12,dst
5,Miami Dolphins (MIA),3,1,1,1,0,0,0,1,14.0,14.0,69.0%,2002,12,dst
6,Tennessee Titans (TEN),4,1,1,0,0,0,0,1,12.0,12.0,3.5%,2002,12,dst
7,New York Jets (NYJ),2,2,1,1,0,0,0,1,12.0,12.0,82.9%,2002,12,dst
8,New England Patriots (NE),4,0,3,4,0,0,0,1,12.0,12.0,13.3%,2002,12,dst
9,Jacksonville Jaguars (JAC),3,2,1,2,0,1,0,1,11.0,11.0,47.2%,2002,12,dst
10,Houston Texans (HOU),2,2,1,1,0,1,0,1,11.0,11.0,29.9%,2002,12,dst
11,Las Vegas Raiders (LV),2,2,1,0,0,0,0,1,9.0,9.0,21.9%,2002,12,dst
12,Dallas Cowboys (DAL),2,1,2,2,0,0,0,1,9.0,9.0,93.2%,2002,12,dst
13,New York Giants (NYG),5,0,1,1,0,0,0,1,8.0,8.0,3.1%,2002,12,dst
14,Washington Commanders (WAS),3,1,1,2,0,0,0,1,8.0,8.0,8.1%,2002,12,dst
15,Denver Broncos (DEN),2,1,2,1,0,0,0,1,8.0,8.0,34.5%,2002,12,dst
16,Indianapolis Colts (IND),2,2,0,1,0,0,0,1,7.0,7.0,24.5%,2002,12,dst
17,Chicago Bears (CHI),2,1,1,1,0,0,0,1,7.0,7.0,31.1%,2002,12,dst
18,Detroit Lions (DET),3,0,1,2,0,0,0,1,6.0,6.0,43.8%,2002,12,dst
19,Philadelphia Eagles (PHI),4,0,0,0,0,0,1,1,5.0,5.0,50.8%,2002,12,dst
20,New Orleans Saints (NO),1,2,0,1,0,0,0,1,5.0,5.0,63.8%,2002,12,dst
21,Green Bay Packers (GB),2,1,0,0,0,0,0,1,4.0,4.0,26.0%,2002,12,dst
22,Pittsburgh Steelers (PIT),1,0,1,0,0,0,0,1,3.0,3.0,76.5%,2002,12,dst
23,Seattle Seahawks (SEA),2,1,0,0,0,0,0,1,3.0,3.0,26.9%,2002,12,dst
24,Minnesota Vikings (MIN),2,0,0,0,0,0,0,1,2.0,2.0,11.6%,2002,12,dst
25,Los Angeles Rams (LAR),0,0,0,1,0,0,0,1,1.0,1.0,21.1%,2002,12,dst
26,Cincinnati Bengals (CIN),1,0,0,0,0,0,0,1,0.0,0.0,48.8%,2002,12,dst
27,Los Angeles Chargers (LAC),1,0,0,1,0,0,0,1,0.0,0.0,16.5%,2002,12,dst
28,Carolina Panthers (CAR),0,0,1,1,0,0,0,1,0.0,0.0,2.9%,2002,12,dst
29,Buffalo Bills (BUF),1,0,0,0,0,0,0,1,0.0,0.0,62.6%,2002,12,dst
30,Arizona Cardinals (ARI),1,1,0,0,0,0,0,1,-1.0,-1.0,0.8%,2002,12,dst
31,Kansas City Chiefs (KC),1,0,0,0,0,0,0,1,-3.0,-3.0,77.0%,2002,12,dst
32,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,-3.0,-3.0,98.1%,2002,12,dst
1,Philadelphia Eagles (PHI),8,2,3,5,1,0,0,1,31.0,31.0,50.8%,2002,13,dst
2,Kansas City Chiefs (KC),5,4,0,0,0,0,1,1,23.0,23.0,77.0%,2002,13,dst
3,Carolina Panthers (CAR),3,3,2,1,0,0,0,1,20.0,20.0,2.9%,2002,13,dst
4,Los Angeles Rams (LAR),3,0,4,4,0,0,0,1,18.0,18.0,21.1%,2002,13,dst
5,Baltimore Ravens (BAL),1,1,1,1,1,0,1,1,18.0,18.0,87.5%,2002,13,dst
6,Dallas Cowboys (DAL),1,4,0,0,1,0,0,1,17.0,17.0,93.2%,2002,13,dst
7,Indianapolis Colts (IND),6,0,2,2,0,0,0,1,17.0,17.0,24.5%,2002,13,dst
8,New England Patriots (NE),0,3,0,0,1,0,0,1,16.0,16.0,13.3%,2002,13,dst
9,Atlanta Falcons (ATL),6,3,0,1,0,0,0,1,13.0,13.0,16.5%,2002,13,dst
10,Green Bay Packers (GB),3,1,3,3,0,0,0,1,12.0,12.0,26.0%,2002,13,dst
11,New Orleans Saints (NO),4,1,2,2,0,0,0,1,11.0,11.0,63.8%,2002,13,dst
12,Los Angeles Chargers (LAC),4,2,1,1,0,0,0,1,10.0,10.0,16.5%,2002,13,dst
13,Cleveland Browns (CLE),0,2,0,0,0,0,0,1,9.0,9.0,94.3%,2002,13,dst
14,Las Vegas Raiders (LV),3,1,1,0,0,0,0,1,9.0,9.0,21.9%,2002,13,dst
15,Buffalo Bills (BUF),2,1,2,3,0,0,0,1,8.0,8.0,62.6%,2002,13,dst
16,Tampa Bay Buccaneers (TB),4,0,1,2,0,1,0,1,8.0,8.0,20.7%,2002,13,dst
17,Minnesota Vikings (MIN),2,1,2,1,0,0,0,1,7.0,7.0,11.6%,2002,13,dst
18,San Francisco 49ers (SF),0,2,1,2,0,0,1,1,6.0,6.0,98.1%,2002,13,dst
19,Washington Commanders (WAS),4,0,0,1,0,0,0,1,5.0,5.0,8.1%,2002,13,dst
20,New York Jets (NYJ),4,0,0,0,0,0,0,1,4.0,4.0,82.9%,2002,13,dst
21,Detroit Lions (DET),0,1,0,0,0,0,0,1,4.0,4.0,43.8%,2002,13,dst
22,Cincinnati Bengals (CIN),3,0,0,1,0,0,0,1,4.0,4.0,48.8%,2002,13,dst
23,Seattle Seahawks (SEA),1,2,0,1,0,0,0,1,4.0,4.0,26.9%,2002,13,dst
24,Chicago Bears (CHI),1,1,1,1,0,0,0,1,4.0,4.0,31.1%,2002,13,dst
25,Jacksonville Jaguars (JAC),2,1,0,0,0,0,0,1,4.0,4.0,47.2%,2002,13,dst
26,Houston Texans (HOU),0,0,1,0,0,0,0,1,3.0,3.0,29.9%,2002,13,dst
27,Pittsburgh Steelers (PIT),3,0,0,0,0,0,0,1,3.0,3.0,76.5%,2002,13,dst
28,New York Giants (NYG),1,0,1,1,0,0,0,1,2.0,2.0,3.1%,2002,13,dst
29,Denver Broncos (DEN),1,0,0,0,0,0,0,1,1.0,1.0,34.5%,2002,13,dst
30,Miami Dolphins (MIA),4,0,0,0,0,0,0,1,0.0,0.0,69.0%,2002,13,dst
31,Tennessee Titans (TEN),1,0,0,0,0,0,0,1,0.0,0.0,3.5%,2002,13,dst
32,Arizona Cardinals (ARI),1,0,1,0,0,0,0,1,-1.0,-1.0,0.8%,2002,13,dst
1,Houston Texans (HOU),6,2,3,0,3,0,0,1,41.0,41.0,29.9%,2002,14,dst
2,Kansas City Chiefs (KC),7,2,1,1,1,0,2,1,23.0,23.0,77.0%,2002,14,dst
3,New York Giants (NYG),6,1,4,4,0,0,0,1,16.0,16.0,3.1%,2002,14,dst
4,Miami Dolphins (MIA),2,3,1,1,0,0,0,1,14.0,14.0,69.0%,2002,14,dst
5,New Orleans Saints (NO),2,2,3,3,0,0,0,1,14.0,14.0,63.8%,2002,14,dst
6,Carolina Panthers (CAR),4,0,1,2,1,1,2,1,14.0,14.0,2.9%,2002,14,dst
7,New England Patriots (NE),2,4,1,2,0,0,0,1,13.0,13.0,13.3%,2002,14,dst
8,Pittsburgh Steelers (PIT),4,0,1,1,0,0,0,1,13.0,13.0,76.5%,2002,14,dst
9,Las Vegas Raiders (LV),2,3,0,0,0,0,0,1,12.0,12.0,21.9%,2002,14,dst
10,Philadelphia Eagles (PHI),4,3,0,0,0,0,0,1,11.0,11.0,50.8%,2002,14,dst
11,Jacksonville Jaguars (JAC),3,2,0,0,0,0,0,1,8.0,8.0,47.2%,2002,14,dst
12,New York Jets (NYJ),2,1,0,0,0,0,0,1,8.0,8.0,82.9%,2002,14,dst
13,Detroit Lions (DET),6,1,0,0,0,0,1,1,8.0,8.0,43.8%,2002,14,dst
14,Cincinnati Bengals (CIN),0,1,2,1,1,0,0,1,8.0,8.0,48.8%,2002,14,dst
15,Tennessee Titans (TEN),1,3,0,0,0,0,0,1,8.0,8.0,3.5%,2002,14,dst
16,Chicago Bears (CHI),1,1,2,2,0,0,0,1,7.0,7.0,31.1%,2002,14,dst
17,Tampa Bay Buccaneers (TB),1,1,0,0,0,0,0,1,7.0,7.0,20.7%,2002,14,dst
18,Green Bay Packers (GB),3,1,0,1,0,0,0,1,6.0,6.0,26.0%,2002,14,dst
19,Denver Broncos (DEN),3,0,0,0,0,0,0,1,5.0,5.0,34.5%,2002,14,dst
20,Minnesota Vikings (MIN),1,1,1,0,0,0,0,1,5.0,5.0,11.6%,2002,14,dst
21,San Francisco 49ers (SF),0,2,0,0,0,0,0,1,4.0,4.0,98.1%,2002,14,dst
22,Cleveland Browns (CLE),3,0,0,0,0,0,0,1,4.0,4.0,94.3%,2002,14,dst
23,Arizona Cardinals (ARI),0,0,1,0,0,0,0,1,3.0,3.0,0.8%,2002,14,dst
24,Indianapolis Colts (IND),1,0,1,2,0,0,0,1,3.0,3.0,24.5%,2002,14,dst
25,Dallas Cowboys (DAL),1,0,1,0,0,0,1,1,3.0,3.0,93.2%,2002,14,dst
26,Seattle Seahawks (SEA),0,1,0,0,0,0,0,1,2.0,2.0,26.9%,2002,14,dst
27,Baltimore Ravens (BAL),2,0,2,1,0,0,0,1,2.0,2.0,87.5%,2002,14,dst
28,Los Angeles Chargers (LAC),1,0,0,1,0,0,0,1,1.0,1.0,16.5%,2002,14,dst
29,Washington Commanders (WAS),1,0,0,0,0,0,0,1,1.0,1.0,8.1%,2002,14,dst
30,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0.0,0.0,16.5%,2002,14,dst
31,Buffalo Bills (BUF),0,0,0,0,0,0,0,1,0.0,0.0,62.6%,2002,14,dst
32,Los Angeles Rams (LAR),1,0,0,0,0,0,0,1,-3.0,-3.0,21.1%,2002,14,dst
1,New York Giants (NYG),3,2,1,1,1,0,0,1,19.0,19.0,3.1%,2002,15,dst
2,Tennessee Titans (TEN),3,1,1,0,1,0,0,1,17.0,17.0,3.5%,2002,15,dst
3,Pittsburgh Steelers (PIT),6,1,3,1,0,0,0,1,15.0,15.0,76.5%,2002,15,dst
4,Seattle Seahawks (SEA),2,2,1,1,1,0,0,1,14.0,14.0,26.9%,2002,15,dst
5,Philadelphia Eagles (PHI),2,0,3,1,1,0,0,1,14.0,14.0,50.8%,2002,15,dst
6,Miami Dolphins (MIA),5,1,1,2,0,0,0,1,10.0,10.0,69.0%,2002,15,dst
7,Atlanta Falcons (ATL),2,0,3,3,0,0,1,1,8.0,8.0,16.5%,2002,15,dst
8,Jacksonville Jaguars (JAC),3,1,1,1,0,0,0,1,8.0,8.0,47.2%,2002,15,dst
9,Baltimore Ravens (BAL),2,2,0,2,0,0,0,1,7.0,7.0,87.5%,2002,15,dst
10,Buffalo Bills (BUF),3,0,0,1,0,0,0,1,7.0,7.0,62.6%,2002,15,dst
11,Chicago Bears (CHI),1,0,1,1,0,0,0,1,7.0,7.0,31.1%,2002,15,dst
12,Kansas City Chiefs (KC),2,1,2,2,0,0,0,1,7.0,7.0,77.0%,2002,15,dst
13,Los Angeles Chargers (LAC),2,0,1,1,0,0,0,1,5.0,5.0,16.5%,2002,15,dst
14,Las Vegas Raiders (LV),3,0,1,1,0,0,0,1,5.0,5.0,21.9%,2002,15,dst
15,New York Jets (NYJ),4,0,0,0,0,0,0,1,5.0,5.0,82.9%,2002,15,dst
16,New England Patriots (NE),2,1,0,0,0,0,0,1,5.0,5.0,13.3%,2002,15,dst
17,Arizona Cardinals (ARI),2,2,0,0,0,0,0,1,5.0,5.0,0.8%,2002,15,dst
18,Carolina Panthers (CAR),2,1,1,0,0,0,0,1,5.0,5.0,2.9%,2002,15,dst
19,Cleveland Browns (CLE),1,1,1,2,0,0,0,1,4.0,4.0,94.3%,2002,15,dst
20,Indianapolis Colts (IND),4,0,0,2,0,0,0,1,4.0,4.0,24.5%,2002,15,dst
21,Los Angeles Rams (LAR),1,1,1,1,0,0,1,1,4.0,4.0,21.1%,2002,15,dst
22,Tampa Bay Buccaneers (TB),1,1,0,0,0,0,0,1,4.0,4.0,20.7%,2002,15,dst
23,Minnesota Vikings (MIN),4,0,0,0,0,0,0,1,3.0,3.0,11.6%,2002,15,dst
24,Green Bay Packers (GB),0,1,0,0,0,0,0,1,3.0,3.0,26.0%,2002,15,dst
25,Washington Commanders (WAS),2,1,0,1,0,0,0,1,3.0,3.0,8.1%,2002,15,dst
26,New Orleans Saints (NO),3,0,0,0,0,0,1,1,2.0,2.0,63.8%,2002,15,dst
27,Houston Texans (HOU),0,0,0,0,0,1,1,1,2.0,2.0,29.9%,2002,15,dst
28,Cincinnati Bengals (CIN),3,0,0,0,0,0,0,1,2.0,2.0,48.8%,2002,15,dst
29,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,2.0,2.0,98.1%,2002,15,dst
30,Denver Broncos (DEN),1,0,0,1,0,0,0,1,1.0,1.0,34.5%,2002,15,dst
31,Detroit Lions (DET),0,0,0,0,0,0,0,1,0.0,0.0,43.8%,2002,15,dst
32,Dallas Cowboys (DAL),0,0,0,0,0,0,0,1,-1.0,-1.0,93.2%,2002,15,dst
1,Green Bay Packers (GB),6,2,4,4,0,0,0,1,28.0,28.0,26.0%,2002,16,dst
2,Philadelphia Eagles (PHI),7,1,2,3,1,0,0,1,26.0,26.0,50.8%,2002,16,dst
3,Pittsburgh Steelers (PIT),6,1,2,2,1,0,0,1,22.0,22.0,76.5%,2002,16,dst
4,Washington Commanders (WAS),3,1,2,1,0,1,0,1,18.0,18.0,8.1%,2002,16,dst
5,Tennessee Titans (TEN),4,1,0,0,1,0,0,1,16.0,16.0,3.5%,2002,16,dst
6,Seattle Seahawks (SEA),2,3,2,2,0,0,0,1,16.0,16.0,26.9%,2002,16,dst
7,Carolina Panthers (CAR),4,0,4,2,0,0,0,1,14.0,14.0,2.9%,2002,16,dst
8,Las Vegas Raiders (LV),6,3,0,1,0,0,0,1,13.0,13.0,21.9%,2002,16,dst
9,New Orleans Saints (NO),2,2,2,3,0,0,0,1,12.0,12.0,63.8%,2002,16,dst
10,Miami Dolphins (MIA),4,2,1,2,0,0,0,1,11.0,11.0,69.0%,2002,16,dst
11,Cincinnati Bengals (CIN),3,0,2,2,0,0,0,1,11.0,11.0,48.8%,2002,16,dst
12,San Francisco 49ers (SF),5,1,1,2,0,0,0,1,10.0,10.0,98.1%,2002,16,dst
13,Buffalo Bills (BUF),2,2,0,1,0,0,0,1,10.0,10.0,62.6%,2002,16,dst
14,Atlanta Falcons (ATL),3,3,0,0,0,0,0,1,10.0,10.0,16.5%,2002,16,dst
15,Tampa Bay Buccaneers (TB),2,0,1,2,0,0,0,1,8.0,8.0,20.7%,2002,16,dst
16,Cleveland Browns (CLE),2,1,0,0,0,0,0,1,8.0,8.0,94.3%,2002,16,dst
17,New York Jets (NYJ),2,1,1,0,0,0,0,1,7.0,7.0,82.9%,2002,16,dst
18,Denver Broncos (DEN),4,0,2,1,0,0,0,1,7.0,7.0,34.5%,2002,16,dst
19,Houston Texans (HOU),0,0,0,0,0,0,0,1,7.0,7.0,29.9%,2002,16,dst
20,Chicago Bears (CHI),3,0,2,2,0,0,0,1,7.0,7.0,31.1%,2002,16,dst
21,New York Giants (NYG),2,2,0,0,0,0,0,1,7.0,7.0,3.1%,2002,16,dst
22,Arizona Cardinals (ARI),1,1,1,0,0,0,0,1,6.0,6.0,0.8%,2002,16,dst
23,Minnesota Vikings (MIN),1,1,1,1,0,0,0,1,6.0,6.0,11.6%,2002,16,dst
24,Dallas Cowboys (DAL),1,2,0,0,0,0,0,1,5.0,5.0,93.2%,2002,16,dst
25,Los Angeles Chargers (LAC),3,1,0,0,0,0,0,1,5.0,5.0,16.5%,2002,16,dst
26,Baltimore Ravens (BAL),2,1,0,0,0,0,0,1,5.0,5.0,87.5%,2002,16,dst
27,Kansas City Chiefs (KC),1,0,1,1,0,0,0,1,3.0,3.0,77.0%,2002,16,dst
28,Los Angeles Rams (LAR),2,0,1,2,0,0,0,1,3.0,3.0,21.1%,2002,16,dst
29,Indianapolis Colts (IND),0,0,3,2,0,0,0,1,2.0,2.0,24.5%,2002,16,dst
30,Detroit Lions (DET),1,1,1,1,0,0,0,1,1.0,1.0,43.8%,2002,16,dst
31,Jacksonville Jaguars (JAC),0,0,0,0,0,0,0,1,0.0,0.0,47.2%,2002,16,dst
32,New England Patriots (NE),0,0,0,1,0,0,1,1,-1.0,-1.0,13.3%,2002,16,dst
1,Washington Commanders (WAS),5,1,3,4,1,0,0,1,23.0,23.0,8.1%,2002,17,dst
2,Detroit Lions (DET),3,1,1,1,1,0,1,1,19.0,19.0,43.8%,2002,17,dst
3,Tampa Bay Buccaneers (TB),1,4,0,1,0,0,0,1,19.0,19.0,20.7%,2002,17,dst
4,Carolina Panthers (CAR),4,2,1,1,0,0,0,1,17.0,17.0,2.9%,2002,17,dst
5,Dallas Cowboys (DAL),1,2,2,3,1,0,0,1,16.0,16.0,93.2%,2002,17,dst
6,Los Angeles Rams (LAR),3,0,2,5,1,0,0,1,14.0,14.0,21.1%,2002,17,dst
7,Tennessee Titans (TEN),3,1,0,0,0,0,0,1,14.0,14.0,3.5%,2002,17,dst
8,Las Vegas Raiders (LV),1,1,0,0,0,0,0,1,13.0,13.0,21.9%,2002,17,dst
9,New Orleans Saints (NO),3,2,1,2,0,0,0,1,13.0,13.0,63.8%,2002,17,dst
10,Philadelphia Eagles (PHI),1,1,3,4,0,0,0,1,13.0,13.0,50.8%,2002,17,dst
11,Minnesota Vikings (MIN),0,3,0,1,1,0,0,1,12.0,12.0,11.6%,2002,17,dst
12,Buffalo Bills (BUF),2,2,1,1,0,0,0,1,12.0,12.0,62.6%,2002,17,dst
13,Atlanta Falcons (ATL),3,3,1,1,0,0,0,1,11.0,11.0,16.5%,2002,17,dst
14,Denver Broncos (DEN),3,1,1,1,0,0,0,1,11.0,11.0,34.5%,2002,17,dst
15,Pittsburgh Steelers (PIT),3,2,2,1,0,0,0,1,10.0,10.0,76.5%,2002,17,dst
16,Cleveland Browns (CLE),2,1,2,2,0,0,0,1,9.0,9.0,94.3%,2002,17,dst
17,Indianapolis Colts (IND),3,0,1,1,0,0,0,1,9.0,9.0,24.5%,2002,17,dst
18,Cincinnati Bengals (CIN),2,0,3,5,0,0,0,1,8.0,8.0,48.8%,2002,17,dst
19,Los Angeles Chargers (LAC),3,2,1,1,0,0,0,1,8.0,8.0,16.5%,2002,17,dst
20,San Francisco 49ers (SF),3,2,0,0,0,0,0,1,7.0,7.0,98.1%,2002,17,dst
21,New York Giants (NYG),1,1,0,0,0,0,0,1,7.0,7.0,3.1%,2002,17,dst
22,Baltimore Ravens (BAL),4,2,0,0,1,0,0,1,7.0,7.0,87.5%,2002,17,dst
23,Chicago Bears (CHI),5,0,0,0,0,0,0,1,6.0,6.0,31.1%,2002,17,dst
24,Houston Texans (HOU),2,0,0,0,0,0,0,1,6.0,6.0,29.9%,2002,17,dst
25,Miami Dolphins (MIA),1,1,1,1,0,0,0,1,5.0,5.0,69.0%,2002,17,dst
26,New York Jets (NYJ),1,1,0,0,0,0,0,1,4.0,4.0,82.9%,2002,17,dst
27,Seattle Seahawks (SEA),3,1,0,0,0,0,0,1,4.0,4.0,26.9%,2002,17,dst
28,Kansas City Chiefs (KC),1,0,1,1,0,0,0,1,3.0,3.0,77.0%,2002,17,dst
29,Jacksonville Jaguars (JAC),0,0,1,0,0,0,0,1,3.0,3.0,47.2%,2002,17,dst
30,New England Patriots (NE),2,0,0,0,0,0,0,1,2.0,2.0,13.3%,2002,17,dst
31,Arizona Cardinals (ARI),2,0,0,0,0,0,0,1,-2.0,-2.0,0.8%,2002,17,dst
32,Green Bay Packers (GB),1,0,0,0,0,0,0,1,-3.0,-3.0,26.0%,2002,17,dst
1,San Francisco 49ers (SF),5,3,2,1,1,0,0,1,26.0,26.0,98.1%,2003,1,dst
2,Buffalo Bills (BUF),2,4,0,0,1,0,0,1,26.0,26.0,62.6%,2003,1,dst
3,New York Giants (NYG),6,1,3,5,1,0,0,1,24.0,24.0,3.1%,2003,1,dst
4,Denver Broncos (DEN),4,2,2,2,1,0,0,1,22.0,22.0,34.5%,2003,1,dst
5,Tampa Bay Buccaneers (TB),3,1,1,2,0,0,0,1,17.0,17.0,20.7%,2003,1,dst
6,Seattle Seahawks (SEA),2,1,3,2,0,0,0,1,14.0,14.0,26.9%,2003,1,dst
7,Detroit Lions (DET),2,1,2,1,1,0,1,1,14.0,14.0,43.8%,2003,1,dst
8,Atlanta Falcons (ATL),3,1,1,1,0,0,0,1,12.0,12.0,16.5%,2003,1,dst
9,Indianapolis Colts (IND),0,2,0,1,0,0,0,1,11.0,11.0,24.5%,2003,1,dst
10,Minnesota Vikings (MIN),1,4,1,1,0,0,0,1,11.0,11.0,11.6%,2003,1,dst
11,Carolina Panthers (CAR),4,0,1,0,0,1,0,1,10.0,10.0,2.9%,2003,1,dst
12,Los Angeles Rams (LAR),2,0,3,3,0,0,0,1,9.0,9.0,21.1%,2003,1,dst
13,New York Jets (NYJ),4,1,1,1,0,0,0,1,9.0,9.0,82.9%,2003,1,dst
14,Jacksonville Jaguars (JAC),5,2,0,1,0,0,0,1,9.0,9.0,47.2%,2003,1,dst
15,Cleveland Browns (CLE),1,2,0,2,0,0,0,1,9.0,9.0,94.3%,2003,1,dst
16,Houston Texans (HOU),2,2,1,1,0,0,0,1,9.0,9.0,29.9%,2003,1,dst
17,Kansas City Chiefs (KC),3,2,0,0,0,0,0,1,8.0,8.0,77.0%,2003,1,dst
18,Cincinnati Bengals (CIN),1,3,0,0,0,0,0,1,7.0,7.0,48.8%,2003,1,dst
19,Pittsburgh Steelers (PIT),2,1,1,2,0,0,0,1,7.0,7.0,76.5%,2003,1,dst
20,Los Angeles Chargers (LAC),3,1,1,1,0,0,0,1,7.0,7.0,16.5%,2003,1,dst
