rank,player,fg,fg_att,fg_perc,fg_longest,fg_1_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,xp,xp_att,g,fpts,fpts_per_game,rost,year,week,pos
17,Tyler Bass (BUF),1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,8.0,47.3%,2023,2,k
18,Blake Grupe (NO),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,3.8%,2023,2,k
19,Ka'imi Fairbairn (HOU),2,3,66.7,36,0,1,1,0,0,2,2,1,8.0,8.0,48.7%,2023,2,k
20,Matt Gay (IND),1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,8.0,35.3%,2023,2,k
21,Jason Myers (SEA),1,3,33.3,25,0,1,0,0,0,4,4,1,7.0,7.0,31.7%,2023,2,k
22,Cairo Santos (CHI),1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,23.5%,2023,2,k
23,Riley Patterson (JAC),1,1,100.0,38,0,0,1,0,0,4,4,1,7.0,7.0,13.1%,2023,2,k
24,Graham Gano (NYG),1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.3%,2023,2,k
25,Chad Ryland (NE),1,1,100.0,49,0,0,0,1,0,2,2,1,6.0,6.0,0.3%,2023,2,k
26,Anders Carlson (GB),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,2.0%,2023,2,k
27,Evan McPherson (CIN),1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,83.0%,2023,2,k
28,Jason Sanders (MIA),1,3,33.3,23,0,1,0,0,0,3,3,1,6.0,6.0,46.2%,2023,2,k
29,Daniel Carlson (LV),1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,24.2%,2023,2,k
30,Harrison Butker (KC),1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,95.5%,2023,2,k
31,Austin Seibert (NYJ),1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,2023,2,k
32,Greg Joseph (GB),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,3.7%,2023,2,k
33,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,2,k
34,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
35,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,2,k
36,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,2,k
37,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
38,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
39,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
40,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
41,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,2,k
42,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
43,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
44,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
45,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,2,k
46,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,2,k
47,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
48,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,2,k
49,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,2,k
50,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
51,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
52,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
53,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
54,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
55,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
56,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
57,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
58,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
59,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
60,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
61,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
62,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
63,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
64,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,2,k
65,Greg Zuerlein (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,42.0%,2023,2,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,2,k
1,Matt Gay (IND),5,5,100.0,54,0,0,1,0,4,1,1,1,24.0,24.0,35.3%,2023,3,k
2,Evan McPherson (CIN),4,5,80.0,54,0,0,0,2,2,1,1,1,19.0,19.0,83.0%,2023,3,k
3,Jason Myers (SEA),5,5,100.0,43,0,0,4,1,0,2,2,1,18.0,18.0,31.7%,2023,3,k
4,Tyler Bass (BUF),3,3,100.0,54,0,0,2,0,1,4,4,1,15.0,15.0,47.3%,2023,3,k
5,Chris Boswell (PIT),3,3,100.0,57,0,0,0,2,1,2,2,1,15.0,15.0,17.1%,2023,3,k
6,Matt Prater (ARI),3,3,100.0,62,0,0,1,1,1,1,1,1,13.0,13.0,1.7%,2023,3,k
7,Ka'imi Fairbairn (HOU),3,3,100.0,33,0,2,1,0,0,4,4,1,13.0,13.0,48.7%,2023,3,k
8,Harrison Butker (KC),2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,95.5%,2023,3,k
9,Dustin Hopkins (CLE),2,2,100.0,52,0,0,0,1,1,3,3,1,12.0,12.0,30.3%,2023,3,k
10,Jake Moody (SF),3,3,100.0,36,0,2,1,0,0,3,3,1,12.0,12.0,69.5%,2023,3,k
11,Jake Elliott (PHI),3,3,100.0,38,0,1,2,0,0,2,2,1,11.0,11.0,93.6%,2023,3,k
12,Brett Maher (FA),3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,11.0,0.6%,2023,3,k
13,Eddy Pineiro (CAR),2,3,66.7,47,0,0,0,2,0,3,3,1,11.0,11.0,1.5%,2023,3,k
14,Brandon Aubrey (DAL),3,3,100.0,49,0,2,0,1,0,1,1,1,11.0,11.0,96.9%,2023,3,k
15,Jason Sanders (MIA),0,0,0.0,0,0,0,0,0,0,10,10,1,10.0,10.0,46.2%,2023,3,k
16,Chad Ryland (NE),2,4,50.0,51,0,0,0,1,1,1,1,1,10.0,10.0,0.3%,2023,3,k
17,Graham Gano (NYG),2,2,100.0,57,0,0,0,1,1,0,0,1,9.0,9.0,1.3%,2023,3,k
18,Wil Lutz (DEN),2,2,100.0,31,0,1,1,0,0,2,2,1,8.0,8.0,10.3%,2023,3,k
19,Riley Patterson (JAC),2,2,100.0,37,0,1,1,0,0,2,2,1,8.0,8.0,13.1%,2023,3,k
20,Younghoe Koo (ATL),2,3,66.7,48,0,1,0,1,0,0,0,1,7.0,7.0,65.6%,2023,3,k
21,Justin Tucker (BAL),1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,98.8%,2023,3,k
22,Greg Joseph (GB),1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,3.7%,2023,3,k
23,Greg Zuerlein (NYJ),1,1,100.0,52,0,0,0,0,1,1,1,1,6.0,6.0,42.0%,2023,3,k
24,Brandon McManus (FA),1,3,33.3,33,0,0,1,0,0,2,2,1,5.0,5.0,18.2%,2023,3,k
25,Blake Grupe (NO),1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,3.8%,2023,3,k
26,Joey Slye (NE),1,1,100.0,51,0,0,0,0,1,0,0,1,5.0,5.0,0.6%,2023,3,k
27,Nick Folk (TEN),1,1,100.0,44,0,0,0,1,0,0,0,1,4.0,4.0,9.4%,2023,3,k
28,Anders Carlson (GB),1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,2.0%,2023,3,k
29,Cameron Dicker (LAC),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,45.6%,2023,3,k
30,Daniel Carlson (LV),1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,24.2%,2023,3,k
31,Cairo Santos (CHI),1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,23.5%,2023,3,k
32,Chase McLaughlin (TB),1,1,100.0,33,0,0,1,0,0,0,0,1,3.0,3.0,6.7%,2023,3,k
33,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,3,k
34,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
35,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,3,k
36,Austin Seibert (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
37,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,3,k
38,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
39,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
40,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
41,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
42,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
43,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
44,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,3,k
45,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,3,k
46,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
47,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,3,k
48,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,3,k
49,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
50,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,3,k
51,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
52,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
53,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
54,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
55,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
56,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
57,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
58,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
59,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
60,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
61,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
62,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
63,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
64,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
65,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,3,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,3,k
1,Jake Elliott (PHI),4,4,100.0,54,0,0,1,2,1,2,2,1,18.0,18.0,93.6%,2023,4,k
2,Brett Maher (FA),3,5,60.0,54,0,0,0,1,2,2,2,1,16.0,16.0,0.6%,2023,4,k
3,Tyler Bass (BUF),2,2,100.0,53,0,0,1,0,1,6,6,1,14.0,14.0,47.3%,2023,4,k
4,Brandon McManus (FA),3,3,100.0,56,0,0,1,1,1,2,2,1,14.0,14.0,18.2%,2023,4,k
5,Ka'imi Fairbairn (HOU),3,3,100.0,39,0,0,3,0,0,3,3,1,12.0,12.0,48.7%,2023,4,k
6,Brandon Aubrey (DAL),3,3,100.0,33,0,2,1,0,0,3,3,1,12.0,12.0,96.9%,2023,4,k
7,Harrison Butker (KC),3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,95.5%,2023,4,k
8,Nick Folk (TEN),2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,9.4%,2023,4,k
9,Blake Grupe (NO),3,3,100.0,44,0,0,2,1,0,0,0,1,10.0,10.0,3.8%,2023,4,k
10,Chase McLaughlin (TB),2,2,100.0,51,0,1,0,0,1,2,2,1,10.0,10.0,6.7%,2023,4,k
11,Riley Patterson (JAC),2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,10.0,13.1%,2023,4,k
12,Eddy Pineiro (CAR),2,2,100.0,56,0,1,0,0,1,1,1,1,9.0,9.0,1.5%,2023,4,k
13,Wil Lutz (DEN),1,1,100.0,51,0,0,0,0,1,4,4,1,9.0,9.0,10.3%,2023,4,k
14,Anders Carlson (GB),2,2,100.0,50,0,0,1,0,1,0,0,1,8.0,8.0,2.0%,2023,4,k
15,Joey Slye (NE),1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,0.6%,2023,4,k
16,Chris Boswell (PIT),2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,17.1%,2023,4,k
17,Cameron Dicker (LAC),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,45.6%,2023,4,k
18,Jason Myers (SEA),1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,31.7%,2023,4,k
19,Dustin Hopkins (CLE),1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,30.3%,2023,4,k
20,Daniel Carlson (LV),1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,24.2%,2023,4,k
21,Graham Gano (NYG),1,1,100.0,55,0,0,0,0,1,0,0,1,5.0,5.0,1.3%,2023,4,k
22,Jake Moody (SF),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,69.5%,2023,4,k
23,Greg Zuerlein (NYJ),1,2,50.0,31,0,0,1,0,0,1,1,1,4.0,4.0,42.0%,2023,4,k
24,Matt Prater (ARI),1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,1.7%,2023,4,k
25,Cairo Santos (CHI),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,23.5%,2023,4,k
26,Justin Tucker (BAL),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,98.8%,2023,4,k
27,Chad Ryland (NE),1,2,50.0,29,0,1,0,0,0,0,0,1,3.0,3.0,0.3%,2023,4,k
28,Greg Joseph (GB),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.7%,2023,4,k
29,Evan McPherson (CIN),1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,83.0%,2023,4,k
30,Jason Sanders (MIA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,46.2%,2023,4,k
31,Younghoe Koo (ATL),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,65.6%,2023,4,k
32,Matt Gay (IND),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,35.3%,2023,4,k
33,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,4,k
34,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
35,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,4,k
36,Austin Seibert (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
37,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,4,k
38,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
39,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
40,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
41,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
42,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
43,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
44,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,4,k
45,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,4,k
46,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
47,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,4,k
48,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,4,k
49,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
50,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,4,k
51,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
52,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
53,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
54,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
55,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
56,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
57,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
58,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
59,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
60,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
61,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
62,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
63,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
64,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
65,Kai Forbath (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,2023,4,k
66,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,4,k
1,Greg Zuerlein (NYJ),5,5,100.0,49,0,3,1,1,0,2,2,1,18.0,18.0,42.0%,2023,5,k
2,Cairo Santos (CHI),4,4,100.0,43,0,1,2,1,0,4,4,1,17.0,17.0,23.5%,2023,5,k
3,Ka'imi Fairbairn (HOU),4,4,100.0,43,0,1,1,2,0,1,1,1,15.0,15.0,48.7%,2023,5,k
4,Blake Grupe (NO),2,2,100.0,54,0,0,0,0,2,4,4,1,14.0,14.0,3.8%,2023,5,k
5,Graham Gano (NYG),3,4,75.0,51,0,0,1,1,1,1,1,1,13.0,13.0,1.3%,2023,5,k
6,Nick Folk (TEN),3,3,100.0,53,0,1,1,0,1,1,1,1,12.0,12.0,9.4%,2023,5,k
7,Matt Gay (IND),3,3,100.0,43,0,1,1,1,0,2,2,1,12.0,12.0,35.3%,2023,5,k
8,Evan McPherson (CIN),2,2,100.0,40,0,0,0,2,0,4,4,1,12.0,12.0,83.0%,2023,5,k
9,Chris Boswell (PIT),3,3,100.0,43,0,1,0,2,0,0,0,1,11.0,11.0,17.1%,2023,5,k
10,Jake Elliott (PHI),3,3,100.0,34,0,2,1,0,0,2,2,1,11.0,11.0,93.6%,2023,5,k
11,Harrison Butker (KC),2,2,100.0,40,0,0,1,1,0,3,3,1,10.0,10.0,95.5%,2023,5,k
12,Greg Joseph (GB),2,2,100.0,40,0,1,0,1,0,2,2,1,9.0,9.0,3.7%,2023,5,k
13,Jason Sanders (MIA),1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,46.2%,2023,5,k
14,Joey Slye (NE),2,3,66.7,51,0,0,1,0,1,0,0,1,8.0,8.0,0.6%,2023,5,k
15,Anders Carlson (GB),2,2,100.0,37,0,1,1,0,0,1,1,1,7.0,7.0,2.0%,2023,5,k
16,Wil Lutz (DEN),2,2,100.0,23,0,2,0,0,0,1,1,1,7.0,7.0,10.3%,2023,5,k
17,Younghoe Koo (ATL),2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,65.6%,2023,5,k
18,Eddy Pineiro (CAR),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,1.5%,2023,5,k
19,Jake Moody (SF),0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,69.5%,2023,5,k
20,Brandon McManus (FA),1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,18.2%,2023,5,k
21,Riley Patterson (JAC),0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,13.1%,2023,5,k
22,Brandon Aubrey (DAL),1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,6.0,96.9%,2023,5,k
23,Daniel Carlson (LV),1,3,33.3,26,0,1,0,0,0,2,2,1,5.0,5.0,24.2%,2023,5,k
24,Justin Tucker (BAL),1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,4.0,98.8%,2023,5,k
25,Brett Maher (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.6%,2023,5,k
26,Tyler Bass (BUF),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,47.3%,2023,5,k
27,Matt Prater (ARI),0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,1.7%,2023,5,k
28,Ramiz Ahmed (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,5,k
29,Matthew Wright (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
30,Michael Badgley (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.6%,2023,5,k
31,Austin Seibert (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
32,Chase McLaughlin (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.7%,2023,5,k
33,Tanner Brown (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,2023,5,k
34,Chad Ryland (NE),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,2023,5,k
35,John Parker Romo (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
36,Jude McAtamney (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
37,Spencer Shrader (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
38,James Turner (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
39,Harrison Mevis (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
40,Jack Browning (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
41,Brayden Narveson (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
42,Joshua Karty (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2023,5,k
43,Cam Little (JAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,2023,5,k
44,Charlie Smyth (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
45,Will Reichard (MIN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2023,5,k
46,Jake Bates (DET),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.5%,2023,5,k
47,Cade York (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,5,k
48,Cameron Dicker (LAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,45.6%,2023,5,k
49,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,5,k
